Postotak popunjenosti stranice,Razina stranice prikaza,Vrijeme reakcije operatera
26,9,55.463708499744726
29,2,21.027272392219572
57,2,16.9410423118386
71,2,18.52589740893492
42,10,68.93151503720937
59,7,60.120271059994884
38,6,46.169721507729804
60,8,62.55431488839555
41,7,62.59845960302945
50,10,78.26172759190626
44,10,74.93857078300488
53,6,49.782969786269014
40,7,52.040766001382856
70,6,48.75198017695284
50,3,25.111992114159357
50,7,36.50910858734394
61,5,45.46552935174565
58,7,54.67098129799016
42,4,34.94082823511025
56,6,44.45982471501805
33,8,58.194192433283966
46,4,35.58462589060748
39,4,32.910395302562925
53,10,67.66824141775729
53,9,77.48391704976942
48,4,42.59171340885655
47,7,44.03642315366604
59,9,72.49671827037531
45,4,36.16903528603293
53,7,52.01986952248141
42,4,34.14545460078546
42,0,11.0
32,7,33.83948977610029
49,6,47.406274943968555
51,2,19.19775265507058
68,5,39.99129413680123
52,1,13.898671978499824
51,3,20.255834396277233
48,4,30.499778373101407
57,8,50.88184036091103
35,1,15.45940419045085
63,5,42.28264438297959
59,10,75.78942792709914
60,1,22.84846862904004
53,2,14.885041415392887
55,8,58.18504439670418
52,9,62.608627574453664
29,7,56.86692998521124
56,2,26.62438265490238
48,6,43.214074529871944
42,6,50.47013492479138
47,3,26.60329834417503
58,9,58.10893723889096
47,8,66.42703905258199
53,8,61.8881672315034
62,6,48.078054034375896
51,8,59.43271640773139
54,10,77.66039705437287
50,1,21.0
52,8,51.057535465760836
50,8,61.9464314390562
40,5,39.329996762207955
58,4,33.99947049863574
58,0,11.0
52,6,35.55841996483797
65,2,22.02079996052825
65,0,8.0
44,10,63.603220345666024
51,5,46.692134732257365
50,5,36.33978722708724
57,9,64.1194577630776
48,3,34.37234433338133
47,10,71.77506088538321
49,10,84.01457114758131
53,7,61.27112377743198
77,2,28.955345356640045
42,7,40.96583940906013
42,3,27.569871932047196
55,10,66.49244932948594
45,7,58.51348905331623
45,0,15.5
43,10,62.73185407547615
66,1,23.656147081071396
50,10,48.07479162347931
48,5,44.40149452166865
57,1,14.84550217734533
47,6,34.15177593088999
59,4,39.791653325517245
41,4,25.646939452465258
60,6,43.20780689409827
73,10,71.8576535892713
73,0,20.0
54,9,48.53988670216164
48,3,32.44672365327538
70,1,13.546376623823058
64,7,49.652469310747385
58,7,56.688155098357356
53,4,35.30025096658676
51,8,57.645761297459984
61,3,37.40786813510619
50,5,36.73678906182486
81,8,71.67103426559899
48,9,73.12111462012986
63,3,37.45467398135351
36,1,8.082528891531346
51,6,35.64818991909336
52,5,43.001049498768595
29,9,59.072124999996774
58,8,67.57247313391446
59,8,67.53341148056964
55,6,52.594970880159366
55,0,14.0
47,2,13.552658133498872
39,5,38.54925839186053
50,1,13.5
52,3,19.50296534383807
64,1,12.917471108468654
45,5,31.721693419531803
35,8,56.11257926093033
72,2,28.181670736657356
50,4,27.12883928018762
50,0,11.0
62,4,29.868302226987648
42,1,10.4802041509791
58,10,66.48472105601154
53,2,28.191080268986546
46,1,8.210498719100384
53,1,8.095540134493273
47,9,55.95037278108298
39,5,43.87412717150709
39,0,12.5
50,2,14.286679864340469
52,10,54.977565688343475
44,3,34.962622467800614
59,2,16.842093843654702
37,7,39.16759535450316
63,1,18.78667986434047
66,1,10.156147081071396
58,9,55.78256170720757
47,10,74.8754205214475
59,10,83.18501504187132
49,5,45.751874031275946
41,2,18.977654428806332
63,2,18.451930314146832
41,10,59.38677856655928
51,5,47.492165876022355
40,8,54.862138292814684
31,1,15.040867794903983
49,1,7.30016650016848
44,1,6.334749550193637
44,0,6.5
44,0,5.0
57,10,63.14020240177998
57,0,20.0
60,7,44.6588077988893
56,5,39.30891973101346
45,3,24.68119795842517
55,10,72.3081940939409
48,9,63.89584964677483
44,6,53.41139433829415
57,7,56.4733757222492
49,7,60.802256342984556
36,7,47.65052031968444
59,1,18.187596021000033
57,3,22.595028466837647
42,6,46.82716779664491
39,7,49.872185955886685
58,4,39.24494540952091
54,5,36.71578538019394
74,5,40.764985860639335
23,7,47.904400511322464
40,3,26.825825042635532
51,8,58.02647439690625
28,6,46.49147228738269
52,8,62.309866647735234
43,4,30.604114849022167
61,5,37.43560869428199
59,10,65.85359532253361
53,2,27.994212112993097
53,0,8.0
34,8,38.9912710722876
34,1,15.343852918928604
34,0,6.5
52,9,54.88338614123214
56,3,31.412321955259596
57,2,17.64566867751381
40,1,7.151531370959961
40,0,6.5
62,4,29.765842827546635
35,3,20.863864055957578
56,5,31.77144503573284
56,0,12.5
60,7,48.036651548418504
59,6,52.93592639171295
71,7,59.89953537866152
66,10,71.47049894156564
51,8,64.41705406858533
46,7,54.28408964762337
54,6,44.39965066355199
60,8,55.1506040902147
69,10,73.30851058848582
63,6,58.63015608238132
64,3,30.125392479853847
73,2,18.08342029088112
57,3,24.089676333190482
57,2,17.056000896445713
57,0,8.0
58,7,51.31591387858288
63,8,67.79113138545043
62,7,58.50666807571835
43,6,50.2569990756354
41,5,39.0731945632996
40,4,32.67950814944636
54,7,48.24781800625735
46,3,23.00634774629126
53,8,52.76820956938247
50,8,60.41636913055574
59,6,50.574117940333856
59,2,25.105067129468686
48,6,42.93002806253639
42,5,35.71556262448328
57,3,25.556578134845118
55,4,30.32855805510149
70,10,74.94004175481003
49,2,25.45466432282315
56,7,44.81476964457363
51,5,43.333264698513844
33,5,35.268104691722876
47,7,49.728027581984534
51,8,59.60176748563131
60,9,69.39584611090011
46,1,18.710498719100386
56,10,64.62689722312813
64,3,34.22929784906921
62,6,45.52627162345291
56,1,16.165250449806365
56,0,6.5
54,4,22.74119915202806
48,9,55.609298701916615
61,1,21.50208084476094
60,9,53.88583361166337
41,7,54.53454043811712
56,7,57.155846492831344
56,1,17.665250449806365
43,3,20.70136806914664
48,1,10.101328021500176
62,1,9.648198267992143
45,2,13.115865484878436
54,8,62.54240675651009
54,0,17.0
32,1,3.134808519203902
59,5,34.2393401192177
49,1,13.30016650016848
56,9,57.35475419111825
52,9,64.71698396141583
48,4,38.47183197351481
50,8,64.5374706600744
57,4,36.94683019884551
50,10,76.11871113549206
40,3,30.204701172114454
39,3,20.8265919352582
47,8,56.73140108551128
25,1,14.606865440169948
61,7,51.54628112214288
44,5,48.21720777692881
62,3,30.14766876662788
64,5,32.228677030927365
69,9,63.2673835297726
69,0,18.5
43,5,30.385409300023042
66,10,66.59853696286112
48,10,78.66669721901181
50,8,66.76060588930925
62,5,43.00252959047833
63,2,23.78876070910141
50,3,22.14566867751381
50,5,35.368793979425206
59,8,66.85666028721181
56,7,60.97221126605357
56,0,15.5
60,2,16.61274650837176
61,3,26.265944304056866
54,1,11.289501280899616
73,10,67.20984916063473
67,10,82.58235364292881
54,1,21.789501280899614
54,0,6.5
36,4,22.35207270667596
69,5,38.68985936461951
43,8,49.56991807258128
46,9,62.54501803825048
44,1,18.334749550193635
46,1,6.710498719100384
40,8,46.20299144791757
57,8,56.96076970883894
62,10,77.60769061735391
36,6,48.70398196984203
60,5,42.400724679021266
39,4,32.354122410346896
39,0,11.0
61,2,14.201914344592462
53,3,26.77728912229365
56,1,11.665250449806363
60,10,68.467182264719
67,2,26.49326156745057
67,0,8.0
61,5,26.029267823506665
48,3,22.65049153217039
51,2,18.387429520831553
55,10,66.08484227173207
51,10,76.2007461440542
57,2,29.510752627151692
45,1,8.020325350385164
49,10,65.41997403668432
67,8,68.83140709639159
57,7,55.28415027386214
67,8,60.880229066648376
67,2,25.784603229716886
49,5,37.73104291111536
33,6,41.85223711172955
40,6,40.28665282524639
51,4,36.75365584035067
57,10,68.55300334806026
47,3,33.71146508023236
57,5,40.34139860921381
39,6,46.31255913722049
60,9,69.85264553942989
59,6,51.763178689738304
59,0,14.0
31,7,40.654959039807146
43,2,21.35433132248619
42,4,25.740972898139688
63,1,14.286679864340469
41,3,21.657270109410902
57,1,11.84550217734533
61,3,24.242510154141613
38,1,8.351801732007859
36,6,34.583106148683804
46,2,21.375749168906747
36,7,45.19109661010969
48,3,29.9035753664296
50,6,42.977675666908745
50,0,14.0
62,3,21.950445612921563
62,0,9.5
44,9,54.959332654752195
48,8,61.5796161096121
61,8,63.87857169187387
59,2,27.689676865760973
58,4,30.28385960189148
55,5,38.22623448741245
55,3,24.34467119136989
52,1,10.898671978499824
43,1,6.154497822654671
53,8,57.25244165157155
50,6,50.46020265399992
41,2,20.83219982802087
65,3,25.4280253303807
59,5,36.111436113862354
46,4,29.346689554363984
46,3,22.227550900914608
66,2,16.738675972602742
46,6,33.1133894075018
57,3,28.15532880863011
53,7,49.961374666591055
52,2,26.291806538329876
53,6,40.217966268079444
44,4,38.494238623978994
41,6,42.5517019104398
49,4,31.7016599139805
26,2,13.31987939460605
50,1,9.0
47,9,58.00700801534456
56,6,49.77773350930932
55,10,75.29581375093109
68,2,33.136207792677254
42,8,49.28806414109882
44,4,39.890190568601945
53,2,19.9410423118386
44,6,40.123311635092904
45,8,57.39462019991623
61,6,50.90371927495547
49,10,77.07049751756435
49,0,20.0
53,3,19.325834702614557
48,10,65.15550655089146
72,8,60.000595897218446
37,7,59.0951191520426
53,1,17.095540134493273
33,6,36.126861671287145
60,3,28.99458605227124
59,10,71.048747091356
35,1,18.45940419045085
41,7,45.68258328426861
38,9,63.11468410172403
51,10,70.0294338968161
48,2,28.28892404250021
72,9,56.32418918757809
52,9,66.54745258499598
52,0,18.5
52,0,5.0
57,6,38.08545687658292
51,6,43.34505619844595
42,10,68.98565736335576
40,6,56.01736214430895
57,7,50.400230429148046
36,3,26.082528891531346
36,0,9.5
50,6,42.56181122912604
50,0,14.0
50,10,67.73713040530033
48,8,67.78101636278676
44,4,34.59345928973233
44,0,11.0
42,1,4.4802041509791
58,7,47.50143188093094
44,1,15.334749550193637
64,1,9.917471108468654
66,6,45.05254844202095
38,1,12.851801732007859
38,1,5.351801732007859
45,8,51.82498990241444
66,9,73.36362249250993
55,1,20.479674649614836
44,1,6.334749550193637
69,8,50.13244344833788
67,1,20.764277879331722
67,0,6.5
47,4,24.11238123689192
54,4,32.740429309380666
66,1,14.656147081071396
52,7,39.92843490166422
45,2,23.522406195146104
43,7,49.87905534917639
43,0,15.5
60,2,16.807600834136057
68,4,30.02759586979682
31,9,56.70556148232901
64,8,66.18335688744364
62,4,38.30291016737516
55,10,67.7683534966614
57,8,71.74957789810313
53,5,47.92243584861344
40,1,11.651531370959962
46,10,71.66703606657873
46,9,69.36623390125774
40,6,54.470871745079066
66,3,32.84944814106993
58,10,71.93475340262145
63,5,50.494360089593215
54,6,49.07751771011944
49,9,60.40998057708392
49,0,18.5
48,3,19.007868731767847
65,2,21.458066918017803
61,2,16.40654071026767
62,1,11.148198267992143
62,0,6.5
62,8,44.05068236199915
48,8,61.33654151178699
59,8,65.12878224136452
62,7,54.03286228447797
55,2,25.328143278654878
68,1,11.8651914807961
49,4,28.723849913316627
72,8,59.942496324693785
56,1,19.165250449806365
53,9,65.90389327528689
63,3,38.17166719415747
52,2,15.378876129478924
63,5,36.61639248314918
63,0,12.5
27,3,12.06171301750398
46,10,72.14355495204755
62,3,39.440674148233605
62,0,9.5
53,8,54.36603114300376
40,7,54.269527154299176
40,0,15.5
53,9,61.84373490554302
43,4,36.920081272797994
54,1,12.789501280899616
53,9,65.93617010487986
53,0,18.5
53,0,5.0
79,3,16.4754410222845
79,0,9.5
60,6,42.00722111894423
42,1,13.4802041509791
50,10,65.93984131584088
56,5,43.79329278956385
48,10,69.82278677204293
52,7,62.01416963598811
41,10,69.56140754798975
63,7,62.10217982075732
62,6,52.843510416928325
35,8,52.13952116905605
32,1,15.134808519203903
36,5,29.105383832394843
36,0,12.5
36,0,5.0
41,2,13.647022407048588
52,9,54.905476568264774
57,4,39.64384115550819
37,4,28.678737085634374
62,9,59.363466356676746
34,9,68.294517671636
67,2,29.609780056677053
67,0,8.0
66,10,61.46649461624386
54,3,31.587586936307154
39,10,69.96554968476879
67,2,29.764277879331722
44,7,47.39913733215623
51,2,25.746210123654578
48,5,33.722757436034286
64,6,52.94626050936734
51,10,72.91977927527199
72,9,75.05054920125387
59,8,67.13911598636506
42,8,62.98154669251959
61,5,47.299455517636666
39,9,63.761617061243484
44,10,74.54719745567616
48,10,76.1197077077386
54,10,79.99466680646945
50,6,51.22203410925744
48,2,20.005787887006907
40,6,33.1583245482914
53,6,45.585532790878794
27,9,63.42962828451366
55,4,35.72605889268122
55,0,11.0
47,1,5.404459865506729
63,7,48.11910916541836
39,1,14.497919155239058
57,9,64.12788253634793
34,5,42.60464350322824
60,3,25.30016650016848
54,7,47.29089631465364
52,3,27.33474955019364
44,8,56.07433606468139
46,7,55.1807646473047
49,2,23.089667781068094
39,5,35.71773709649721
39,0,12.5
48,9,60.865804175204374
61,4,41.85710085411856
58,2,18.92425571452763
72,6,41.92306311544971
57,8,66.28526839232174
49,9,75.11051142491473
64,1,21.917471108468654
64,0,6.5
38,3,14.759745845501099
69,7,51.41975628922717
50,9,62.18628680085108
59,7,55.08753345210485
46,10,76.06211842512282
69,10,77.19616120694461
55,2,29.325176826960167
44,8,45.99887164547096
43,6,48.31966846625103
45,3,26.219163829053468
49,10,68.9764268733884
42,1,19.480204150979098
42,0,6.5
50,6,40.271029043996016
53,4,34.147824328713995
49,6,38.101071847358895
43,8,57.36165905368037
58,3,34.50155134339668
56,2,19.951930314146832
47,4,25.239209415700365
61,2,21.52187669378184
61,0,8.0
42,1,4.4802041509791
40,8,49.0805443008404
62,8,59.10791667179918
44,5,36.30083307940699
65,7,55.648580237987346
49,3,31.752096814315312
36,3,17.58305839289561
51,3,24.045229131606717
51,5,41.70764026764519
43,8,54.0391060773816
63,8,56.25747216211422
58,10,74.79268180932269
58,0,20.0
57,10,52.28286107545393
37,8,60.43518895846564
50,6,51.05325833564701
55,10,73.24428946729768
57,4,39.59564199124668
56,9,71.83487334878895
53,10,74.95714143415717
44,1,19.834749550193635
52,2,12.73342152869346
49,2,15.589667781068096
55,7,41.25545227441108
55,0,15.5
58,9,54.34095057175308
63,8,68.31250813351194
63,0,17.0
57,8,54.413543504929606
60,1,19.84846862904004
54,3,18.90445986550673
55,2,16.314424199808474
48,1,8.601328021500176
60,1,9.348468629040038
60,0,6.5
47,1,5.404459865506729
69,3,26.203084734042577
52,1,10.898671978499824
47,1,6.904459865506729
57,10,76.37596330892997
57,7,61.53866329109282
56,10,78.70498487755685
56,0,20.0
52,4,21.38169754603807
71,6,44.359445010761334
46,9,69.71570992446365
56,9,74.02629346059196
59,2,25.66780017197913
46,4,28.285643129056766
42,5,42.25116557163907
42,0,12.5
65,9,58.15675311905973
41,1,17.812403978999967
41,0,6.5
46,3,17.434180788882955
32,6,45.380657296604866
52,5,40.996508679280495
50,1,13.5
50,0,6.5
41,5,28.071409243721234
42,10,69.98630237341308
51,4,40.179508149446356
62,10,76.57963711688271
69,8,61.00460478815209
60,4,36.868793979425206
30,7,48.01821658628739
52,7,56.7249861930257
46,7,59.23346071210896
71,4,32.793980863615694
69,10,73.55237407585366
61,6,53.60895191273205
39,6,46.61421393858777
46,7,54.08560915420929
47,5,40.52616097442721
51,8,54.207941847403276
51,0,17.0
62,5,27.7500161200089
37,9,59.84659640896246
49,9,60.96001536881539
44,1,18.334749550193635
49,9,64.64528238919337
59,5,47.75642183723599
33,8,58.637662035473994
67,7,61.46106515403623
49,10,80.17543457389223
49,0,20.0
56,10,65.9019241750566
50,3,33.0
53,5,38.45832349215634
41,9,65.95963465580923
58,10,67.81474854693721
61,8,72.29145117836208
40,10,78.31310698553979
50,5,45.93501691295178
43,5,37.53284445076933
43,0,12.5
52,7,49.653618411964175
67,7,59.97531196756082
54,5,46.421228235735455
62,6,49.01059039262791
62,0,14.0
47,9,54.72045360127195
45,2,24.918997328884988
60,4,30.616088451468038
55,10,71.18572303719195
61,5,48.74291170313029
48,9,68.57428420397713
46,1,18.710498719100386
54,6,37.88762676763011
49,3,28.748531268329103
32,2,13.039268384710631
56,4,27.623787035491958
56,0,11.0
58,3,21.00755837018941
60,6,35.646046767176
60,0,14.0
45,2,14.675467310856476
53,6,44.310581841988295
57,1,16.34550217734533
42,8,49.280104979675855
51,7,58.4423189545545
57,1,17.84550217734533
64,3,23.28255505810654
50,6,36.10793429303894
56,6,47.88626928658482
63,8,52.802510181822036
44,1,16.834749550193635
41,2,13.96060224699211
52,2,15.398671978499824
50,3,20.80982663128478
44,8,52.71398601413247
53,5,46.61380582136448
40,6,44.45012081745996
55,2,24.12787291760698
33,10,66.53250086526248
56,2,30.313448717798508
44,10,65.85359641719761
53,6,52.42933676093662
56,6,51.05297341118115
83,5,44.517677830748326
50,5,41.44034455166224
50,2,18.520325350385164
44,8,54.889957713744366
44,0,17.0
40,1,4.151531370959961
63,1,9.786679864340469
44,2,13.5
38,10,60.424131512875476
49,9,74.32627340553196
51,5,44.98906308634476
45,10,67.84728046956836
51,3,31.635911071525335
66,5,43.872383090297696
61,4,31.39000019610907
50,6,36.25417658573812
53,1,15.595540134493273
58,9,56.4115752318966
67,9,72.62060859812462
67,0,18.5
47,5,31.690727640264036
47,1,12.904459865506729
53,10,72.46305986152622
38,7,59.59903977126906
66,6,52.79778699689293
51,10,76.65800287368975
72,10,86.84891410836195
62,5,49.47708472026437
42,8,50.045465778909886
47,3,30.59263312490617
65,4,31.099802522327483
64,3,30.223946821830022
64,0,9.5
51,5,35.020188800916756
59,1,15.187596021000031
56,10,74.18611303982263
55,5,47.61602982339869
58,8,57.47568593058105
55,1,18.979674649614836
43,9,55.692433074653025
67,8,65.541665478433
60,7,55.94836961238332
60,1,18.34846862904004
44,2,11.739209415700365
59,10,67.06865686882819
42,2,24.13470197363377
42,0,8.0
50,1,6.0
61,8,54.10266716785323
38,6,45.44155763396785
46,9,59.55381591943362
62,5,50.515577139119316
50,8,60.1484247579303
52,4,36.54012119940606
29,7,49.06501456068311
62,9,71.49501008646338
71,1,22.627225430435097
41,6,39.13654187777562
41,0,14.0
43,8,56.52673419297043
60,8,67.3070713327718
45,7,55.87637586759971
57,3,27.957494291504684
60,9,56.439393053421874
57,7,60.95704665219527
43,3,25.66360119138964
38,5,37.083745558545864
45,5,35.178096341610775
58,8,64.52478799197392
53,3,33.15600036108947
33,6,39.06238577990842
60,10,71.61230428235032
55,1,21.979674649614836
45,9,61.81673198801334
47,10,65.60444627226045
52,9,68.84592643566947
39,2,25.01771500425996
59,5,35.07598019933976
59,0,12.5
58,8,50.76109388977652
61,1,20.00208084476094
45,3,17.596069635857535
42,9,52.78072010448113
52,3,34.8804274728756
36,5,36.27902928839505
37,2,15.867817958314202
58,5,39.47020267512907
51,8,53.4605355683917
49,8,62.35045836536773
48,8,64.78445980403961
47,1,17.40445986550673
70,9,62.31539923659479
59,10,72.06303249777176
38,1,18.851801732007857
38,0,6.5
51,5,31.619502381175863
42,1,11.9802041509791
49,4,25.10033300033696
43,7,49.45095728057719
65,6,49.58047294011125
65,0,14.0
61,10,67.69972721739344
46,2,28.058967348140424
62,5,38.998747741793125
56,7,62.4725309110665
56,0,15.5
50,2,13.687596021000031
46,8,60.54848639916599
52,4,39.25375261180989
63,1,14.286679864340469
56,10,59.98937284787256
51,2,28.54533567717685
41,7,47.050064503454244
63,7,59.133934100190075
55,9,68.96487532118337
54,1,20.289501280899614
53,3,20.263340306472404
44,7,51.99204222175899
64,5,47.58873431779901
46,3,27.4542371215858
46,0,9.5
55,7,47.37969763064451
43,10,70.69775453475529
47,8,68.08330295157664
49,7,60.56498223574168
47,7,56.46744244366684
63,4,36.55377495009398
66,4,37.97217505119728
66,0,11.0
51,8,50.7025771670382
51,0,17.0
64,3,20.033336593347087
59,6,37.853661867796895
57,10,71.8532479434833
40,9,71.80025279177562
50,1,19.5
34,9,55.32564255702035
45,3,28.75114941987071
58,8,51.830439047302356
58,0,17.0
40,1,4.151531370959961
44,6,36.98919489370399
55,7,46.4107155122974
61,6,47.1853916641425
55,7,56.63256343415766
42,6,46.8613303249958
42,0,14.0
56,3,18.79942292207587
54,4,26.14173560430968
56,2,19.760790584299635
57,7,50.480644647026125
54,3,26.407281282065874
48,2,16.5
57,5,32.97417018081982
51,4,34.51371907884641
59,3,27.26659858279926
55,3,22.291501390215398
54,7,44.92629953643121
62,3,30.648198267992143
46,9,52.66877335745197
50,1,19.5
40,8,58.31646025032017
45,6,48.46690559380697
56,10,75.40409669261558
50,6,52.725021290234565
42,4,33.833627860184905
47,5,37.77022858470224
45,2,17.730824069485546
60,7,45.189259207200045
60,0,15.5
60,0,5.0
60,8,51.487742389474086
74,1,21.33461842804862
66,10,64.92325735027933
66,0,20.0
56,1,7.165250449806363
69,4,29.453344318089115
37,6,35.24154887631743
32,10,66.94833838624055
32,4,36.27625774011014
62,8,57.71981050473978
62,0,17.0
53,5,34.57698360836575
50,10,76.6476884980163
25,7,51.323729284676645
47,10,68.8690437170512
53,9,68.70873775019479
58,8,59.51458702969816
57,2,24.749962042852058
67,1,11.764277879331722
67,0,6.5
65,2,16.389064438589187
66,6,45.29849483277741
66,0,14.0
49,8,55.495733098469685
53,7,61.178616534818026
61,6,44.70093903552507
46,4,37.4065503702467
55,7,51.1060129979067
38,8,55.00094742101537
61,8,61.294467298108614
64,8,67.96314134671971
44,4,36.9942121129931
50,8,52.841863204659475
55,10,86.61614442927011
55,0,20.0
57,10,63.897810505397416
44,9,77.09900329840522
62,8,58.82656862072814
47,9,70.86851233729976
55,10,81.3251171600938
55,0,20.0
42,1,4.4802041509791
58,2,12.363648767949504
27,5,30.05014486298342
27,0,12.5
27,0,5.0
64,4,28.745921103999763
49,5,33.35024258319478
66,2,21.560606946578126
66,0,8.0
55,2,10.114483168818738
48,7,47.25975794071377
50,4,34.30016650016848
55,3,23.41575222130865
64,10,78.45572369453154
69,10,79.90099557266818
49,4,39.319238902791206
50,9,68.2208453643641
38,6,44.30285502586182
43,10,72.83861502852784
61,2,26.584609736292286
55,8,54.32143198049568
50,3,31.022406195146104
75,9,66.31711678465149
61,5,46.48502866294672
53,3,25.43896146707766
43,2,17.156578667415612
63,10,59.91226761528931
63,0,20.0
71,8,58.80090778478421
59,10,79.11637920998082
46,5,47.76196452878926
46,0,12.5
47,1,5.404459865506729
53,4,23.33126225516155
38,8,57.523995338559025
60,2,26.247140607539862
44,3,22.25222065866229
62,1,12.648198267992143
62,0,6.5
60,3,23.042439435425408
50,8,58.22498685787118
46,2,23.609170697600206
51,7,45.769212659897576
45,2,21.12165337188534
45,10,61.46640885470399
54,8,59.984983203519555
41,6,49.97225917274697
59,7,56.18549328342793
57,1,17.84550217734533
57,0,6.5
38,7,41.89707477148643
47,3,25.219413566679464
44,6,44.02289614056305
51,7,57.87687019419055
56,6,47.97619156472011
51,1,15.19983349983152
64,2,15.917471108468654
34,5,30.69906184168051
50,6,42.83381144232416
45,4,30.33264571365463
62,4,30.45118618471977
37,4,32.8070972495931
63,4,32.61228827764485
46,2,19.974776598432108
67,7,49.32287623498535
54,1,17.289501280899614
45,3,21.33646843735364
42,9,59.16023425161947
64,2,28.513011242961927
65,2,17.141923831049326
65,0,8.0
64,10,70.65016892572672
48,8,67.24659135327487
44,7,52.77408712386063
48,3,31.684049579775195
49,6,47.21918895203381
49,0,14.0
61,7,44.88847397569274
50,6,43.34023548630101
46,10,77.12540083896029
47,7,58.5257539048843
59,9,72.88712988933433
64,6,53.37119004562429
52,6,42.38054855789402
57,3,33.059162287181465
49,5,29.066133231392953
45,1,12.520325350385164
45,0,6.5
44,1,4.834749550193637
61,6,37.38554948140956
75,4,37.886349953771074
56,7,52.061194928407325
48,2,21.505787887006907
45,8,47.483769847419836
51,8,56.646994705162506
51,8,61.79886092935688
51,0,17.0
62,8,57.188513600793954
63,8,65.50944334291157
63,0,17.0
41,1,4.312403978999968
72,4,27.82103911280265
43,5,41.43378953856624
60,7,53.04630941136241
45,3,32.672196695521734
54,5,40.053607052511076
48,1,13.101328021500176
57,4,27.017170747562403
57,0,11.0
36,8,41.41366302764893
59,6,52.058410221233736
59,0,14.0
65,9,59.12177714091315
65,0,18.5
51,9,55.9967035909935
56,6,51.12796982756904
45,4,28.95629539092076
53,1,12.595540134493273
45,9,53.631831244058304
36,2,24.770124912531376
40,10,59.031815669982684
71,8,69.21353309345002
46,2,23.410332218931906
44,2,12.314953701172737
51,9,53.16783768043078
48,2,27.8656059008319
48,0,8.0
48,1,5.601328021500177
51,3,18.60777761332476
38,2,14.551635231839379
38,0,8.0
52,8,50.096183616976404
52,2,22.250473710507684
46,5,32.410332218931906
46,7,46.813241864426544
37,5,39.27228748379996
40,7,47.93564709910075
40,2,22.799729638952105
59,5,34.54714182125701
63,4,36.31169019113216
53,5,37.5161455946036
49,1,13.30016650016848
62,6,38.533826797756625
53,7,47.312014856267396
44,6,50.066998294230345
50,5,41.120685836441496
49,3,28.82204319395032
59,8,57.5698409488919
62,2,27.99666689703218
58,10,69.02066822996036
32,6,45.29700510943273
47,5,42.0279767784864
47,7,56.399163680906206
47,0,15.5
54,4,26.235581229214844
31,9,55.66080872214259
59,6,51.3586343578133
59,0,14.0
63,6,31.7444347963746
52,2,21.398671978499824
57,6,40.54095424044109
63,5,41.60377193332587
44,2,19.124250831093253
45,8,41.35134013719287
55,4,36.384134515121566
47,10,71.13197049279563
54,10,81.30236908911621
53,6,52.322193478413524
48,7,52.692134751010414
49,7,52.59491377773604
52,1,16.898671978499824
61,6,39.480911134510826
67,6,58.3732132797894
50,2,19.834749550193635
61,1,11.002080844760942
68,2,17.344866130410935
44,8,46.05273307380841
42,10,80.50958857029556
63,1,23.28667986434047
51,1,7.69983349983152
46,7,40.987597661763125
46,0,15.5
46,1,5.210498719100384
53,4,34.28024297422811
54,9,64.49773089478163
55,9,71.79095413501851
55,0,18.5
26,4,26.63663184065137
26,0,11.0
54,5,31.75788357471253
46,4,35.322355410401016
44,3,24.462719377762674
69,2,20.248633485995633
42,7,50.6163746889645
61,10,72.1688104962181
50,4,43.87760003261674
61,9,63.44400643012571
41,6,51.308119698354595
41,5,35.54961501103087
58,7,59.2671185802036
58,7,58.076174144373674
64,2,25.89714575808349
75,5,35.65556912014129
50,6,49.37531933719843
50,0,14.0
51,1,6.19983349983152
54,9,58.513525852082104
42,2,20.155254318468145
50,9,54.31298171146807
33,6,52.19736910645893
47,9,65.91639234648453
47,7,56.14665702623936
56,3,30.234960765119453
56,0,9.5
44,7,34.240664461976955
38,7,54.20782402703126
63,7,46.2281755785431
48,1,16.101328021500176
57,8,55.18144111333471
55,8,66.19221173111147
55,0,17.0
64,1,8.417471108468654
47,8,47.3491211636996
60,8,67.98174314800819
35,9,69.21721001581092
57,3,34.05808174120666
40,6,42.58478713019608
54,6,47.04242977544639
53,5,43.14390960223991
54,9,62.504083947084325
52,2,24.553169801154496
57,10,71.14365474615778
52,8,66.33881831950261
46,2,24.898094740100415
74,1,12.334618428048621
46,3,18.51166024043208
59,1,12.187596021000031
49,8,54.07688367692097
45,2,20.87212708239302
67,10,70.42387304874137
45,2,26.418997328884988
43,4,24.134701973633767
44,3,21.147153529193602
50,7,49.291636475591176
56,9,65.97576232948212
67,6,50.065661027562015
56,2,24.313448717798508
44,5,36.83230553254155
41,5,34.82498188791912
58,5,41.12383947673315
50,2,21.187596021000033
45,7,47.58336327961422
60,10,66.77550821235573
45,1,20.020325350385164
59,4,29.13695581032387
57,7,49.00272624760994
61,1,18.50208084476094
61,0,6.5
55,10,66.7197820936432
55,0,20.0
65,10,74.0097266409462
46,3,38.144229088479584
76,9,59.08794671251224
55,2,25.13417247226951
60,10,71.71668124458363
43,2,26.443999103554287
63,4,28.95505727471901
42,10,69.45381343844552
46,7,59.12830867096672
66,7,58.36311947043966
66,0,15.5
48,8,42.06213468669027
42,1,16.480204150979098
42,0,6.5
48,8,43.69421712893466
46,6,53.49569373176106
51,7,50.50461921540077
49,6,36.408485586408766
